"H","PH","QH","TH","MP","AR","LH","VH"
1,67.6125,-402.2,1,1,0.6,11,64.8
2,67.6125,-402.2,2,1,0.6,11,64.8
3,67.6125,-402.2,3,1,0.6,11,64.8
4,67.6125,-402.2,4,1,0.6,11,64.8
5,67.6125,-402.2,5,1,0.6,11,64.8
6,67.6125,-402.2,6,1,0.6,11,64.8
7,67.6125,-402.2,7,1,0.6,11,64.8
8,67.6125,-402.2,8,1,0.6,11,64.8
9,24.3,-80,9,1,0.6,11,64.8
10,67.6125,-322.2,9,1,0,11,64.8
11,24.3,-120,10,1,0.6,11,64.8
12,67.6125,-282.2,10,1,0,11,64.8
13,24.3,-120,11,1,0.6,11,64.8
14,67.6125,-282.2,11,1,0,11,64.8
15,24.3,-120,12,1,0.6,11,64.8
16,67.6125,-282.2,12,1,0,11,64.8
17,24.3,-120,13,1,0.6,11,64.8
18,67.6125,-282.2,13,1,0,11,64.8
19,24.3,-135,14,1,0.6,11,64.8
20,67.6125,-267.2,14,1,0,11,64.8
21,24.3,-275,15,1,0.6,11,64.8
22,67.6125,-127.2,15,1,0,11,64.8
23,24.3,-381.1,16,1,0.6,11,64.8
24,67.6125,-21.1,16,1,0,11,64.8
25,24.3,-381.7,17,1,0.6,11,64.8
26,67.6125,-20.5,17,1,0,11,64.8
27,24.3,-381.9,18,1,0.6,11,64.8
28,67.6125,-20.3,18,1,0,11,64.8
29,24.3,-382.4,19,1,0.6,11,64.8
30,67.6125,-19.8,19,1,0,11,64.8
31,24.3,-384.3,20,1,0.6,11,64.8
32,67.6125,-17.9,20,1,0,11,64.8
33,24.3,-386.1,21,1,0.6,11,64.8
34,67.6125,-16.1,21,1,0,11,64.8
35,24.3,-387.4,22,1,0.6,11,64.8
36,67.6125,-14.8,22,1,0,11,64.8
37,24.3,-388.3,23,1,0.6,11,64.8
38,67.6125,-13.9,23,1,0,11,64.8
39,24.3,-388.9,24,1,0.6,11,64.8
40,67.6125,-13.3,24,1,0,11,64.8
41,67.6125,-397,1,2,0.6,11,62
42,67.6125,-397,2,2,0.6,11,62
43,67.6125,-397,3,2,0.6,11,62
44,67.6125,-397,4,2,0.6,11,62
45,67.6125,-397,5,2,0.6,11,62
46,67.6125,-397,6,2,0.6,11,62
47,67.6125,-397,7,2,0.6,11,62
48,67.6125,-397,8,2,0.6,11,62
49,23.25,-80,9,2,0.6,11,62
50,67.6125,-317,9,2,0,11,62
51,23.25,-120,10,2,0.6,11,62
52,67.6125,-277,10,2,0,11,62
53,23.25,-120,11,2,0.6,11,62
54,67.6125,-277,11,2,0,11,62
55,23.25,-120,12,2,0.6,11,62
56,67.6125,-277,12,2,0,11,62
57,23.25,-120,13,2,0.6,11,62
58,67.6125,-277,13,2,0,11,62
59,23.25,-140,14,2,0.6,11,62
60,67.6125,-257,14,2,0,11,62
61,23.25,-270,15,2,0.6,11,62
62,67.6125,-127,15,2,0,11,62
63,23.25,-380.1,16,2,0.6,11,62
64,67.6125,-16.9,16,2,0,11,62
65,23.25,-380.7,17,2,0.6,11,62
66,67.6125,-16.3,17,2,0,11,62
67,23.25,-380.9,18,2,0.6,11,62
68,67.6125,-16.1,18,2,0,11,62
69,23.25,-381.4,19,2,0.6,11,62
70,67.6125,-15.6,19,2,0,11,62
71,23.25,-383.3,20,2,0.6,11,62
72,67.6125,-13.7,20,2,0,11,62
73,23.25,-385.1,21,2,0.6,11,62
74,67.6125,-11.9,21,2,0,11,62
75,23.25,-386.4,22,2,0.6,11,62
76,67.6125,-10.6,22,2,0,11,62
77,23.25,-387.3,23,2,0.6,11,62
78,67.6125,-9.7,23,2,0,11,62
79,23.25,-387.9,24,2,0.6,11,62
80,67.6125,-9.1,24,2,0,11,62
81,48.75,-761.8,1,3,0.6,11,99.5
82,48.75,-762,2,3,0.6,11,99.5
83,48.75,-763.1,3,3,0.6,11,99.5
84,48.75,-763.5,4,3,0.6,11,99.5
85,48.75,-764.2,5,3,0.6,11,99.5
86,48.75,-764.2,6,3,0.6,11,99.5
87,48.75,-763.3,7,3,0.6,11,99.5
88,37.3125,-50,8,3,0.6,11,99.5
89,37.3125,-550,8,3,0,11,99.5
90,37.3125,-163.4,8,3,0,11,99.5
91,37.3125,-300,9,3,0.6,11,99.5
92,37.3125,-300,9,3,0,11,99.5
93,37.3125,-162.4,9,3,0,11,99.5
94,37.3125,-600,10,3,0.6,11,99.5
95,37.3125,-159.8,10,3,0,11,99.5
96,37.3125,-600,11,3,0.6,11,99.5
97,37.3125,-157.6,11,3,0,11,99.5
98,37.3125,-600,12,3,0.6,11,99.5
99,37.3125,-154.9,12,3,0,11,99.5
100,37.3125,-600,13,3,0.6,11,99.5
101,37.3125,-152.8,13,3,0,11,99.5
102,37.3125,-600,14,3,0.6,11,99.5
103,37.3125,-151.1,14,3,0,11,99.5
104,37.3125,-600,15,3,0.6,11,99.5
105,37.3125,-151.3,15,3,0,11,99.5
106,37.3125,-600,16,3,0.6,11,99.5
107,37.3125,-151.8,16,3,0,11,99.5
108,37.3125,-600,17,3,0.6,11,99.5
109,37.3125,-152.4,17,3,0,11,99.5
110,37.3125,-600,18,3,0.6,11,99.5
111,37.3125,-152.2,18,3,0,11,99.5
112,37.3125,-600,19,3,0.6,11,99.5
113,37.3125,-153.2,19,3,0,11,99.5
114,37.3125,-600,20,3,0.6,11,99.5
115,37.3125,-155.8,20,3,0,11,99.5
116,37.3125,-600,21,3,0.6,11,99.5
117,37.3125,-158.4,21,3,0,11,99.5
118,37.3125,-600,22,3,0.6,11,99.5
119,37.3125,-159.2,22,3,0,11,99.5
120,37.3125,-150,23,3,0.6,11,99.5
121,37.3125,-450,23,3,0,11,99.5
122,37.3125,-160.8,23,3,0,11,99.5
123,37.3125,-150,24,3,0.6,11,99.5
124,37.3125,-450,24,3,0,11,99.5
125,37.3125,-162,24,3,0,11,99.5
126,18.375,-175,1,4,0.6,11,49
127,18.375,-45,1,4,0,11,49
128,18.375,-5,1,4,0,11,49
129,18.375,-10,1,4,0,11,49
130,18.5625,-10,1,4,0,11,49
131,18.675,-10,1,4,0,11,49
132,18.75,-20,1,4,0,11,49
133,18.9375,-25,1,4,0,11,49
134,67.6125,-485.2,1,4,0,11,49
135,18.375,-220,2,4,0.6,11,49
136,18.375,-5,2,4,0,11,49
137,18.375,-10,2,4,0,11,49
138,18.5625,-10,2,4,0,11,49
139,18.675,-10,2,4,0,11,49
140,18.75,-10,2,4,0,11,49
141,18.9375,-15,2,4,0,11,49
142,19.05,-20,2,4,0,11,49
143,67.6125,-485.2,2,4,0,11,49
144,18.375,-220,3,4,0.6,11,49
145,18.375,-5,3,4,0,11,49
146,18.375,-10,3,4,0,11,49
147,18.5625,-10,3,4,0,11,49
148,18.675,-10,3,4,0,11,49
149,18.75,-10,3,4,0,11,49
150,18.9375,-15,3,4,0,11,49
151,19.05,-20,3,4,0,11,49
152,67.6125,-485.2,3,4,0,11,49
153,18.375,-220,4,4,0.6,11,49
154,18.375,-5,4,4,0,11,49
155,18.375,-10,4,4,0,11,49
156,18.5625,-10,4,4,0,11,49
157,18.675,-10,4,4,0,11,49
158,18.75,-10,4,4,0,11,49
159,18.9375,-15,4,4,0,11,49
160,19.05,-20,4,4,0,11,49
161,67.6125,-485.2,4,4,0,11,49
162,18.375,-220,5,4,0.6,11,49
163,67.6125,-565.2,5,4,0,11,49
164,18.375,-218,6,4,0.6,11,49
165,67.6125,-567.2,6,4,0,11,49
166,18.375,-230,7,4,0.6,11,49
167,67.6125,-555.2,7,4,0,11,49
168,18.375,-335,8,4,0.6,11,49
169,67.6125,-450.2,8,4,0,11,49
170,18.375,-445,9,4,0.6,11,49
171,18.375,-15,9,4,0,11,49
172,18.5625,-20,9,4,0,11,49
173,18.675,-40,9,4,0,11,49
174,18.75,-40,9,4,0,11,49
175,18.9,-40,9,4,0,11,49
176,18.975,-50,9,4,0,11,49
177,19.05,-70,9,4,0,11,49
178,67.6125,-65.2,9,4,0,11,49
179,18.375,-445,10,4,0.6,11,49
180,18.375,-15,10,4,0,11,49
181,18.375,-20,10,4,0,11,49
182,18.5625,-40,10,4,0,11,49
183,18.675,-40,10,4,0,11,49
184,18.75,-40,10,4,0,11,49
185,18.9375,-50,10,4,0,11,49
186,19.05,-70,10,4,0,11,49
187,67.6125,-65.2,10,4,0,11,49
188,18.375,-445,11,4,0.6,11,49
189,18.375,-15,11,4,0,11,49
190,18.375,-20,11,4,0,11,49
191,18.5625,-40,11,4,0,11,49
192,18.675,-40,11,4,0,11,49
193,18.75,-40,11,4,0,11,49
194,18.9375,-50,11,4,0,11,49
195,19.05,-70,11,4,0,11,49
196,67.6125,-65.2,11,4,0,11,49
197,18.375,-445,12,4,0.6,11,49
198,18.375,-15,12,4,0,11,49
199,18.375,-20,12,4,0,11,49
200,18.5625,-40,12,4,0,11,49
201,18.675,-40,12,4,0,11,49
202,18.75,-40,12,4,0,11,49
203,18.9375,-50,12,4,0,11,49
204,19.05,-70,12,4,0,11,49
205,67.6125,-65.2,12,4,0,11,49
206,18.375,-445,13,4,0.6,11,49
207,18.375,-15,13,4,0,11,49
208,18.375,-20,13,4,0,11,49
209,18.5625,-40,13,4,0,11,49
210,18.675,-40,13,4,0,11,49
211,18.75,-40,13,4,0,11,49
212,18.9375,-50,13,4,0,11,49
213,19.05,-70,13,4,0,11,49
214,67.6125,-65.2,13,4,0,11,49
215,18.375,-445,14,4,0.6,11,49
216,18.375,-15,14,4,0,11,49
217,18.375,-20,14,4,0,11,49
218,18.5625,-40,14,4,0,11,49
219,18.675,-40,14,4,0,11,49
220,18.75,-40,14,4,0,11,49
221,18.9375,-50,14,4,0,11,49
222,19.05,-70,14,4,0,11,49
223,67.6125,-65.2,14,4,0,11,49
224,18.375,-445,15,4,0.6,11,49
225,18.375,-15,15,4,0,11,49
226,18.375,-20,15,4,0,11,49
227,18.5625,-40,15,4,0,11,49
228,18.675,-40,15,4,0,11,49
229,18.75,-40,15,4,0,11,49
230,18.9375,-50,15,4,0,11,49
231,19.05,-70,15,4,0,11,49
232,67.6125,-65.2,15,4,0,11,49
233,18.375,-445,16,4,0.6,11,49
234,18.375,-15,16,4,0,11,49
235,18.375,-20,16,4,0,11,49
236,18.5625,-40,16,4,0,11,49
237,18.675,-40,16,4,0,11,49
238,18.75,-40,16,4,0,11,49
239,18.9375,-50,16,4,0,11,49
240,19.05,-70,16,4,0,11,49
241,67.6125,-65.2,16,4,0,11,49
242,18.375,-445,17,4,0.6,11,49
243,18.375,-15,17,4,0,11,49
244,18.375,-20,17,4,0,11,49
245,18.5625,-40,17,4,0,11,49
246,18.675,-40,17,4,0,11,49
247,18.75,-40,17,4,0,11,49
248,18.9375,-50,17,4,0,11,49
249,19.05,-70,17,4,0,11,49
250,67.6125,-65.2,17,4,0,11,49
251,18.375,-445,18,4,0.6,11,49
252,18.375,-15,18,4,0,11,49
253,18.375,-20,18,4,0,11,49
254,18.5625,-40,18,4,0,11,49
255,18.675,-40,18,4,0,11,49
256,18.75,-40,18,4,0,11,49
257,18.9375,-50,18,4,0,11,49
258,19.05,-70,18,4,0,11,49
259,67.6125,-65.2,18,4,0,11,49
260,18.375,-445,19,4,0.6,11,49
261,18.375,-15,19,4,0,11,49
262,18.375,-20,19,4,0,11,49
263,18.5625,-40,19,4,0,11,49
264,18.675,-40,19,4,0,11,49
265,18.75,-40,19,4,0,11,49
266,18.9375,-50,19,4,0,11,49
267,19.05,-70,19,4,0,11,49
268,67.6125,-65.2,19,4,0,11,49
269,18.375,-445,20,4,0.6,11,49
270,18.375,-15,20,4,0,11,49
271,18.375,-20,20,4,0,11,49
272,18.5625,-40,20,4,0,11,49
273,18.675,-40,20,4,0,11,49
274,18.75,-40,20,4,0,11,49
275,18.9375,-50,20,4,0,11,49
276,19.05,-70,20,4,0,11,49
277,67.6125,-65.2,20,4,0,11,49
278,18.375,-445,21,4,0.6,11,49
279,18.375,-15,21,4,0,11,49
280,18.375,-20,21,4,0,11,49
281,18.5625,-40,21,4,0,11,49
282,18.675,-40,21,4,0,11,49
283,18.75,-40,21,4,0,11,49
284,18.9375,-50,21,4,0,11,49
285,19.05,-70,21,4,0,11,49
286,67.6125,-65.2,21,4,0,11,49
287,18.375,-445,22,4,0.6,11,49
288,18.375,-15,22,4,0,11,49
289,18.375,-20,22,4,0,11,49
290,18.5625,-40,22,4,0,11,49
291,18.675,-40,22,4,0,11,49
292,18.75,-40,22,4,0,11,49
293,18.9375,-50,22,4,0,11,49
294,19.05,-70,22,4,0,11,49
295,67.6125,-65.2,22,4,0,11,49
296,18.375,-445,23,4,0.6,11,49
297,18.375,-15,23,4,0,11,49
298,18.375,-20,23,4,0,11,49
299,18.5625,-40,23,4,0,11,49
300,18.675,-40,23,4,0,11,49
301,18.75,-40,23,4,0,11,49
302,18.9375,-50,23,4,0,11,49
303,19.05,-70,23,4,0,11,49
304,67.6125,-65.2,23,4,0,11,49
305,18.375,-445,24,4,0.6,11,49
306,18.375,-15,24,4,0,11,49
307,18.375,-20,24,4,0,11,49
308,18.5625,-40,24,4,0,11,49
309,18.675,-40,24,4,0,11,49
310,18.75,-40,24,4,0,11,49
311,18.9375,-50,24,4,0,11,49
312,19.05,-70,24,4,0,11,49
313,67.6125,-65.2,24,4,0,11,49
314,23.445,-20,1,5,0.6,11,62.52
315,51.1425,-123.4,1,5,0,11,62.52
316,23.445,-65,2,5,0.6,11,62.52
317,51.1425,-78.4,2,5,0,11,62.52
318,23.445,-75,3,5,0.6,11,62.52
319,51.1425,-68.4,3,5,0,11,62.52
320,23.445,-74,4,5,0.6,11,62.52
321,23.6325,-13,4,5,0,11,62.52
322,24.0825,-30,4,5,0,11,62.52
323,24.4575,-17,4,5,0,11,62.52
324,51.1425,-9.4,4,5,0,11,62.52
325,23.445,-74,5,5,0.6,11,62.52
326,23.6325,-13,5,5,0,11,62.52
327,24.0825,-30,5,5,0,11,62.52
328,24.4575,-17,5,5,0,11,62.52
329,51.1425,-9.4,5,5,0,11,62.52
330,23.445,-74,6,5,0.6,11,62.52
331,23.6325,-13,6,5,0,11,62.52
332,24.0825,-30,6,5,0,11,62.52
333,24.4575,-17,6,5,0,11,62.52
334,51.1425,-9.4,6,5,0,11,62.52
335,23.445,-74,7,5,0.6,11,62.52
336,23.6325,-13,7,5,0,11,62.52
337,24.0825,-30,7,5,0,11,62.52
338,24.4575,-17,7,5,0,11,62.52
339,51.1425,-9.4,7,5,0,11,62.52
340,23.445,-74,8,5,0.6,11,62.52
341,23.6325,-13,8,5,0,11,62.52
342,24.0825,-30,8,5,0,11,62.52
343,24.4575,-17,8,5,0,11,62.52
344,51.1425,-9.4,8,5,0,11,62.52
345,23.445,-74,9,5,0.6,11,62.52
346,23.6325,-13,9,5,0,11,62.52
347,24.0825,-30,9,5,0,11,62.52
348,24.4575,-17,9,5,0,11,62.52
349,51.1425,-9.4,9,5,0,11,62.52
350,23.445,-74,10,5,0.6,11,62.52
351,23.6325,-13,10,5,0,11,62.52
352,24.0825,-30,10,5,0,11,62.52
353,24.4575,-17,10,5,0,11,62.52
354,51.1425,-9.4,10,5,0,11,62.52
355,23.445,-74,11,5,0.6,11,62.52
356,23.6325,-13,11,5,0,11,62.52
357,24.0825,-30,11,5,0,11,62.52
358,24.4575,-17,11,5,0,11,62.52
359,51.1425,-9.4,11,5,0,11,62.52
360,23.445,-74,12,5,0.6,11,62.52
361,23.6325,-13,12,5,0,11,62.52
362,24.0825,-30,12,5,0,11,62.52
