"H","PH","QH","TH","MP","AR","LH","VH"
1,67.6125,-402.2,1,1,0.6,11,65
2,67.6125,-402.2,2,1,0.6,11,65
3,67.6125,-402.2,3,1,0.6,11,65
4,67.6125,-402.2,4,1,0.6,11,65
5,67.6125,-402.2,5,1,0.6,11,65
6,67.6125,-402.2,6,1,0.6,11,65
7,67.6125,-402.2,7,1,0.6,11,65
8,67.6125,-402.2,8,1,0.6,11,65
9,67.6125,-402.2,9,1,0.6,11,65
10,67.6125,-402.2,10,1,0.6,11,65
11,67.6125,-402.2,11,1,0.6,11,65
12,67.6125,-402.2,12,1,0.6,11,65
13,24.375,-80,13,1,0.6,11,65
14,67.6125,-322.2,13,1,0,11,65
15,24.375,-120,14,1,0.6,11,65
16,67.6125,-282.2,14,1,0,11,65
17,24.375,-120,15,1,0.6,11,65
18,67.6125,-282.2,15,1,0,11,65
19,24.375,-120,16,1,0.6,11,65
20,67.6125,-282.2,16,1,0,11,65
21,24.375,-120,17,1,0.6,11,65
22,67.6125,-282.2,17,1,0,11,65
23,24.375,-135,18,1,0.6,11,65
24,67.6125,-267.2,18,1,0,11,65
25,24.375,-275,19,1,0.6,11,65
26,67.6125,-127.2,19,1,0,11,65
27,24.375,-387.9,20,1,0.6,11,65
28,67.6125,-14.3,20,1,0,11,65
29,24.375,-388.7,21,1,0.6,11,65
30,67.6125,-13.5,21,1,0,11,65
31,24.375,-389.7,22,1,0.6,11,65
32,67.6125,-12.5,22,1,0,11,65
33,24.375,-390.1,23,1,0.6,11,65
34,67.6125,-12.1,23,1,0,11,65
35,24.375,-391.1,24,1,0.6,11,65
36,67.6125,-11.1,24,1,0,11,65
37,67.6125,-397,1,2,0.6,11,63.8
38,67.6125,-397,2,2,0.6,11,63.8
39,67.6125,-397,3,2,0.6,11,63.8
40,67.6125,-397,4,2,0.6,11,63.8
41,67.6125,-397,5,2,0.6,11,63.8
42,67.6125,-397,6,2,0.6,11,63.8
43,67.6125,-397,7,2,0.6,11,63.8
44,67.6125,-397,8,2,0.6,11,63.8
45,67.6125,-397,9,2,0.6,11,63.8
46,67.6125,-397,10,2,0.6,11,63.8
47,67.6125,-397,11,2,0.6,11,63.8
48,67.6125,-397,12,2,0.6,11,63.8
49,23.925,-80,13,2,0.6,11,63.8
50,67.6125,-317,13,2,0,11,63.8
51,23.925,-120,14,2,0.6,11,63.8
52,67.6125,-277,14,2,0,11,63.8
53,23.925,-120,15,2,0.6,11,63.8
54,67.6125,-277,15,2,0,11,63.8
55,23.925,-120,16,2,0.6,11,63.8
56,67.6125,-277,16,2,0,11,63.8
57,23.925,-120,17,2,0.6,11,63.8
58,67.6125,-277,17,2,0,11,63.8
59,23.925,-160,18,2,0.6,11,63.8
60,67.6125,-237,18,2,0,11,63.8
61,23.925,-330,19,2,0.6,11,63.8
62,67.6125,-67,19,2,0,11,63.8
63,23.925,-386.9,20,2,0.6,11,63.8
64,67.6125,-10.1,20,2,0,11,63.8
65,23.925,-387.6,21,2,0.6,11,63.8
66,67.6125,-9.4,21,2,0,11,63.8
67,23.925,-388.7,22,2,0.6,11,63.8
68,67.6125,-8.3,22,2,0,11,63.8
69,23.925,-389.1,23,2,0.6,11,63.8
70,67.6125,-7.9,23,2,0,11,63.8
71,23.925,-390.1,24,2,0.6,11,63.8
72,67.6125,-6.9,24,2,0,11,63.8
73,67.6125,-797.8,1,3,0.6,11,94
74,67.6125,-797.8,2,3,0.6,11,94
75,67.6125,-797.8,3,3,0.6,11,94
76,67.6125,-797.8,4,3,0.6,11,94
77,67.6125,-797.8,5,3,0.6,11,94
78,67.6125,-797.8,6,3,0.6,11,94
79,35.25,-40,7,3,0.6,11,94
80,48.75,-757.8,7,3,0,11,94
81,35.25,-60,8,3,0.6,11,94
82,48.75,-737.8,8,3,0,11,94
83,35.25,-100,9,3,0.6,11,94
84,48.75,-697.8,9,3,0,11,94
85,35.25,-180,10,3,0.6,11,94
86,35.25,-34,10,3,0,11,94
87,35.25,-34,10,3,0,11,94
88,35.25,-34,10,3,0,11,94
89,35.25,-34,10,3,0,11,94
