"H","PH","QH","TH","MP","AR","LH","VH"
1,67.6125,-402.2,1,963,0.6,11,65.1
2,67.6125,-402.2,2,963,0.6,11,65.1
3,67.6125,-402.2,3,963,0.6,11,65.1
4,67.6125,-402.2,4,963,0.6,11,65.1
5,67.6125,-402.2,5,963,0.6,11,65.1
6,67.6125,-402.2,6,963,0.6,11,65.1
7,67.6125,-402.2,7,963,0.6,11,65.1
8,67.6125,-402.2,8,963,0.6,11,65.1
9,24.4125,-80,9,963,0.6,11,65.1
10,67.6125,-322.2,9,963,0,11,65.1
11,24.4125,-120,10,963,0.6,11,65.1
12,67.6125,-282.2,10,963,0,11,65.1
13,24.4125,-120,11,963,0.6,11,65.1
14,67.6125,-282.2,11,963,0,11,65.1
15,24.4125,-120,12,963,0.6,11,65.1
16,67.6125,-282.2,12,963,0,11,65.1
17,24.4125,-120,13,963,0.6,11,65.1
18,67.6125,-282.2,13,963,0,11,65.1
19,24.4125,-135,14,963,0.6,11,65.1
20,67.6125,-267.2,14,963,0,11,65.1
21,24.4125,-275,15,963,0.6,11,65.1
22,67.6125,-127.2,15,963,0,11,65.1
23,24.4125,-375.4,16,963,0.6,11,65.1
24,67.6125,-26.8,16,963,0,11,65.1
25,24.4125,-377.5,17,963,0.6,11,65.1
26,67.6125,-24.7,17,963,0,11,65.1
27,24.4125,-380.6,18,963,0.6,11,65.1
28,67.6125,-21.6,18,963,0,11,65.1
29,24.4125,-383.4,19,963,0.6,11,65.1
30,67.6125,-18.8,19,963,0,11,65.1
31,24.4125,-386.2,20,963,0.6,11,65.1
32,67.6125,-16,20,963,0,11,65.1
33,24.4125,-388.5,21,963,0.6,11,65.1
34,67.6125,-13.7,21,963,0,11,65.1
35,24.4125,-390.7,22,963,0.6,11,65.1
36,67.6125,-11.5,22,963,0,11,65.1
37,24.4125,-392.1,23,963,0.6,11,65.1
38,67.6125,-10.1,23,963,0,11,65.1
39,24.4125,-393.2,24,963,0.6,11,65.1
40,67.6125,-9,24,963,0,11,65.1
41,67.6125,-397,1,964,0.6,11,62.3
42,67.6125,-397,2,964,0.6,11,62.3
43,67.6125,-397,3,964,0.6,11,62.3
44,67.6125,-397,4,964,0.6,11,62.3
45,67.6125,-397,5,964,0.6,11,62.3
46,67.6125,-397,6,964,0.6,11,62.3
47,67.6125,-397,7,964,0.6,11,62.3
48,67.6125,-397,8,964,0.6,11,62.3
49,23.3625,-80,9,964,0.6,11,62.3
50,67.6125,-317,9,964,0,11,62.3
51,23.3625,-120,10,964,0.6,11,62.3
52,67.6125,-277,10,964,0,11,62.3
53,23.3625,-120,11,964,0.6,11,62.3
54,67.6125,-277,11,964,0,11,62.3
55,23.3625,-120,12,964,0.6,11,62.3
56,67.6125,-277,12,964,0,11,62.3
57,23.3625,-120,13,964,0.6,11,62.3
58,67.6125,-277,13,964,0,11,62.3
59,23.3625,-140,14,964,0.6,11,62.3
