"H","PH","QH","TH","MP","AR","LH","VH"
1,67.6125,-797.8,1,1577,0.6,11,99.7
2,67.6125,-797.8,2,1577,0.6,11,99.7
3,67.6125,-797.8,3,1577,0.6,11,99.7
4,67.6125,-797.8,4,1577,0.6,11,99.7
5,67.6125,-797.8,5,1577,0.6,11,99.7
6,67.6125,-797.8,6,1577,0.6,11,99.7
7,37.3875,-40,7,1577,0.6,11,99.7
8,67.6125,-757.8,7,1577,0,11,99.7
9,37.3875,-60,8,1577,0.6,11,99.7
10,67.6125,-737.8,8,1577,0,11,99.7
11,37.3875,-100,9,1577,0.6,11,99.7
12,67.6125,-697.8,9,1577,0,11,99.7
13,37.3875,-180,10,1577,0.6,11,99.7
14,37.3875,-34,10,1577,0,11,99.7
15,37.3875,-34,10,1577,0,11,99.7
16,37.3875,-34,10,1577,0,11,99.7
17,37.3875,-34,10,1577,0,11,99.7
18,37.3875,-34,10,1577,0,11,99.7
19,48.75,-112,10,1577,0,11,99.7
20,49.875,-112,10,1577,0,11,99.7
21,51,-112,10,1577,0,11,99.7
22,52.5,-111.8,10,1577,0,11,99.7
23,37.3875,-180,11,1577,0.6,11,99.7
24,37.3875,-34,11,1577,0,11,99.7
25,37.3875,-34,11,1577,0,11,99.7
26,37.3875,-34,11,1577,0,11,99.7
27,37.3875,-34,11,1577,0,11,99.7
28,37.3875,-34,11,1577,0,11,99.7
29,48.75,-112,11,1577,0,11,99.7
30,49.875,-112,11,1577,0,11,99.7
31,51,-112,11,1577,0,11,99.7
32,52.5,-111.8,11,1577,0,11,99.7
33,37.3875,-180,12,1577,0.6,11,99.7
34,37.3875,-34,12,1577,0,11,99.7
35,37.3875,-34,12,1577,0,11,99.7
36,37.3875,-34,12,1577,0,11,99.7
37,37.3875,-34,12,1577,0,11,99.7
38,37.3875,-34,12,1577,0,11,99.7
39,48.75,-112,12,1577,0,11,99.7
40,49.875,-112,12,1577,0,11,99.7
41,51,-112,12,1577,0,11,99.7
42,52.5,-111.8,12,1577,0,11,99.7
43,37.3875,-180,13,1577,0.6,11,99.7
44,37.3875,-34,13,1577,0,11,99.7
45,37.3875,-34,13,1577,0,11,99.7
46,37.3875,-34,13,1577,0,11,99.7
47,37.3875,-34,13,1577,0,11,99.7
48,37.3875,-34,13,1577,0,11,99.7
