"H","PH","QH","TH","MP","AR","LH","VH"
1,67.6125,-402.2,1,1752,0.6,11,64.9
2,67.6125,-402.2,2,1752,0.6,11,64.9
3,67.6125,-402.2,3,1752,0.6,11,64.9
4,67.6125,-402.2,4,1752,0.6,11,64.9
5,67.6125,-402.2,5,1752,0.6,11,64.9
6,67.6125,-402.2,6,1752,0.6,11,64.9
7,67.6125,-402.2,7,1752,0.6,11,64.9
8,67.6125,-402.2,8,1752,0.6,11,64.9
9,24.3375,-80,9,1752,0.6,11,64.9
10,67.6125,-322.2,9,1752,0,11,64.9
11,24.3375,-120,10,1752,0.6,11,64.9
12,67.6125,-282.2,10,1752,0,11,64.9
13,24.3375,-120,11,1752,0.6,11,64.9
14,67.6125,-282.2,11,1752,0,11,64.9
15,24.3375,-120,12,1752,0.6,11,64.9
16,67.6125,-282.2,12,1752,0,11,64.9
17,24.3375,-120,13,1752,0.6,11,64.9
18,67.6125,-282.2,13,1752,0,11,64.9
19,24.3375,-135,14,1752,0.6,11,64.9
20,67.6125,-267.2,14,1752,0,11,64.9
21,24.3375,-275,15,1752,0.6,11,64.9
22,67.6125,-127.2,15,1752,0,11,64.9
23,24.3375,-383,16,1752,0.6,11,64.9
24,67.6125,-19.2,16,1752,0,11,64.9
25,24.3375,-382.6,17,1752,0.6,11,64.9
26,67.6125,-19.6,17,1752,0,11,64.9
27,24.3375,-382.5,18,1752,0.6,11,64.9
28,67.6125,-19.7,18,1752,0,11,64.9
29,24.3375,-382.1,19,1752,0.6,11,64.9
30,67.6125,-20.1,19,1752,0,11,64.9
31,24.3375,-383.8,20,1752,0.6,11,64.9
32,67.6125,-18.4,20,1752,0,11,64.9
33,24.3375,-385.7,21,1752,0.6,11,64.9
34,67.6125,-16.5,21,1752,0,11,64.9
35,24.3375,-387.2,22,1752,0.6,11,64.9
36,67.6125,-15,22,1752,0,11,64.9
37,24.3375,-388.6,23,1752,0.6,11,64.9
38,67.6125,-13.6,23,1752,0,11,64.9
39,24.3375,-389.5,24,1752,0.6,11,64.9
40,67.6125,-12.7,24,1752,0,11,64.9
41,67.6125,-397,1,1753,0.6,11,62.1
42,67.6125,-397,2,1753,0.6,11,62.1
43,67.6125,-397,3,1753,0.6,11,62.1
44,67.6125,-397,4,1753,0.6,11,62.1
45,67.6125,-397,5,1753,0.6,11,62.1
46,67.6125,-397,6,1753,0.6,11,62.1
47,67.6125,-397,7,1753,0.6,11,62.1
48,67.6125,-397,8,1753,0.6,11,62.1
49,23.2875,-80,9,1753,0.6,11,62.1
50,67.6125,-317,9,1753,0,11,62.1
51,23.2875,-120,10,1753,0.6,11,62.1
52,67.6125,-277,10,1753,0,11,62.1
53,23.2875,-120,11,1753,0.6,11,62.1
54,67.6125,-277,11,1753,0,11,62.1
55,23.2875,-120,12,1753,0.6,11,62.1
56,67.6125,-277,12,1753,0,11,62.1
57,23.2875,-120,13,1753,0.6,11,62.1
58,67.6125,-277,13,1753,0,11,62.1
59,23.2875,-140,14,1753,0.6,11,62.1
60,67.6125,-257,14,1753,0,11,62.1
61,23.2875,-270,15,1753,0.6,11,62.1
62,67.6125,-127,15,1753,0,11,62.1
63,23.2875,-382,16,1753,0.6,11,62.1
64,67.6125,-15,16,1753,0,11,62.1
65,23.2875,-381.6,17,1753,0.6,11,62.1
66,67.6125,-15.4,17,1753,0,11,62.1
67,23.2875,-381.5,18,1753,0.6,11,62.1
68,67.6125,-15.5,18,1753,0,11,62.1
69,23.2875,-381.1,19,1753,0.6,11,62.1
70,67.6125,-15.9,19,1753,0,11,62.1
71,23.2875,-382.8,20,1753,0.6,11,62.1
72,67.6125,-14.2,20,1753,0,11,62.1
73,23.2875,-384.7,21,1753,0.6,11,62.1
74,67.6125,-12.3,21,1753,0,11,62.1
75,23.2875,-386.2,22,1753,0.6,11,62.1
76,67.6125,-10.8,22,1753,0,11,62.1
77,23.2875,-387.6,23,1753,0.6,11,62.1
78,67.6125,-9.4,23,1753,0,11,62.1
79,23.2875,-388.4,24,1753,0.6,11,62.1
80,67.6125,-8.6,24,1753,0,11,62.1
81,48.75,-768.1,1,1754,0.6,11,99.5
82,48.75,-768.4,2,1754,0.6,11,99.5
83,48.75,-768.7,3,1754,0.6,11,99.5
84,48.75,-768.7,4,1754,0.6,11,99.5
85,48.75,-768.4,5,1754,0.6,11,99.5
86,48.75,-768.6,6,1754,0.6,11,99.5
87,48.75,-768.7,7,1754,0.6,11,99.5
88,37.3125,-50,8,1754,0.6,11,99.5
89,37.3125,-550,8,1754,0,11,99.5
90,37.3125,-169.1,8,1754,0,11,99.5
91,37.3125,-300,9,1754,0.6,11,99.5
92,37.3125,-300,9,1754,0,11,99.5
93,37.3125,-167.8,9,1754,0,11,99.5
94,37.3125,-600,10,1754,0.6,11,99.5
95,37.3125,-166.7,10,1754,0,11,99.5
96,37.3125,-600,11,1754,0.6,11,99.5
97,37.3125,-165.7,11,1754,0,11,99.5
98,37.3125,-600,12,1754,0.6,11,99.5
99,37.3125,-164.5,12,1754,0,11,99.5
100,37.3125,-600,13,1754,0.6,11,99.5
101,37.3125,-161.8,13,1754,0,11,99.5
102,37.3125,-600,14,1754,0.6,11,99.5
103,37.3125,-157,14,1754,0,11,99.5
104,37.3125,-600,15,1754,0.6,11,99.5
105,37.3125,-154,15,1754,0,11,99.5
106,37.3125,-600,16,1754,0.6,11,99.5
107,37.3125,-151.7,16,1754,0,11,99.5
108,37.3125,-600,17,1754,0.6,11,99.5
109,37.3125,-151.4,17,1754,0,11,99.5
110,37.3125,-600,18,1754,0.6,11,99.5
111,37.3125,-152,18,1754,0,11,99.5
112,37.3125,-600,19,1754,0.6,11,99.5
113,37.3125,-156.2,19,1754,0,11,99.5
114,37.3125,-600,20,1754,0.6,11,99.5
115,37.3125,-158.1,20,1754,0,11,99.5
116,37.3125,-600,21,1754,0.6,11,99.5
117,37.3125,-159.2,21,1754,0,11,99.5
118,37.3125,-600,22,1754,0.6,11,99.5
119,37.3125,-159.9,22,1754,0,11,99.5
120,37.3125,-150,23,1754,0.6,11,99.5
121,37.3125,-450,23,1754,0,11,99.5
122,37.3125,-160,23,1754,0,11,99.5
123,37.3125,-150,24,1754,0.6,11,99.5
124,37.3125,-450,24,1754,0,11,99.5
125,37.3125,-159.6,24,1754,0,11,99.5
126,67.6125,-379.3,1,1755,0.6,11,74.54
127,67.6125,-379.3,2,1755,0.6,11,74.54
128,67.6125,-379.3,3,1755,0.6,11,74.54
129,67.6125,-379.3,4,1755,0.6,11,74.54
130,27.9525,-20,5,1755,0.6,11,74.54
131,67.6125,-359.3,5,1755,0,11,74.54
132,27.9525,-20,6,1755,0.6,11,74.54
133,67.6125,-359.3,6,1755,0,11,74.54
134,27.9525,-30,7,1755,0.6,11,74.54
135,67.6125,-349.3,7,1755,0,11,74.54
136,27.9525,-150,8,1755,0.6,11,74.54
137,67.6125,-229.3,8,1755,0,11,74.54
138,27.9525,-220,9,1755,0.6,11,74.54
139,27.9525,-14,9,1755,0,11,74.54
140,27.9525,-14,9,1755,0,11,74.54
141,27.9525,-14,9,1755,0,11,74.54
142,27.9525,-14,9,1755,0,11,74.54
143,27.9525,-14,9,1755,0,11,74.54
144,27.9525,-14,9,1755,0,11,74.54
145,27.9525,-14,9,1755,0,11,74.54
146,27.9525,-12,9,1755,0,11,74.54
147,67.6125,-49.3,9,1755,0,11,74.54
148,27.9525,-220,10,1755,0.6,11,74.54
149,27.9525,-14,10,1755,0,11,74.54
150,27.9525,-14,10,1755,0,11,74.54
151,27.9525,-14,10,1755,0,11,74.54
152,27.9525,-14,10,1755,0,11,74.54
153,27.9525,-14,10,1755,0,11,74.54
154,27.9525,-14,10,1755,0,11,74.54
155,27.9525,-14,10,1755,0,11,74.54
156,27.9525,-14,10,1755,0,11,74.54
157,27.9525,-14,10,1755,0,11,74.54
158,27.9525,-14,10,1755,0,11,74.54
159,67.6125,-19.3,10,1755,0,11,74.54
160,27.9525,-220,11,1755,0.6,11,74.54
161,27.9525,-14,11,1755,0,11,74.54
162,27.9525,-14,11,1755,0,11,74.54
163,27.9525,-14,11,1755,0,11,74.54
164,27.9525,-14,11,1755,0,11,74.54
165,27.9525,-14,11,1755,0,11,74.54
166,27.9525,-14,11,1755,0,11,74.54
167,27.9525,-14,11,1755,0,11,74.54
168,27.9525,-14,11,1755,0,11,74.54
169,27.9525,-14,11,1755,0,11,74.54
170,27.9525,-14,11,1755,0,11,74.54
171,67.6125,-19.3,11,1755,0,11,74.54
172,27.9525,-220,12,1755,0.6,11,74.54
173,27.9525,-14,12,1755,0,11,74.54
174,27.9525,-14,12,1755,0,11,74.54
175,27.9525,-14,12,1755,0,11,74.54
176,27.9525,-14,12,1755,0,11,74.54
177,27.9525,-14,12,1755,0,11,74.54
178,27.9525,-14,12,1755,0,11,74.54
179,27.9525,-14,12,1755,0,11,74.54
180,27.9525,-14,12,1755,0,11,74.54
181,27.9525,-14,12,1755,0,11,74.54
182,27.9525,-14,12,1755,0,11,74.54
183,67.6125,-19.3,12,1755,0,11,74.54
184,27.9525,-220,13,1755,0.6,11,74.54
185,27.9525,-14,13,1755,0,11,74.54
186,27.9525,-14,13,1755,0,11,74.54
187,27.9525,-14,13,1755,0,11,74.54
188,27.9525,-14,13,1755,0,11,74.54
189,27.9525,-14,13,1755,0,11,74.54
190,27.9525,-14,13,1755,0,11,74.54
191,27.9525,-14,13,1755,0,11,74.54
192,27.9525,-14,13,1755,0,11,74.54
193,27.9525,-14,13,1755,0,11,74.54
194,27.9525,-14,13,1755,0,11,74.54
195,67.6125,-19.3,13,1755,0,11,74.54
196,27.9525,-220,14,1755,0.6,11,74.54
197,27.9525,-14,14,1755,0,11,74.54
198,27.9525,-14,14,1755,0,11,74.54
199,27.9525,-14,14,1755,0,11,74.54
200,27.9525,-14,14,1755,0,11,74.54
201,27.9525,-14,14,1755,0,11,74.54
202,27.9525,-14,14,1755,0,11,74.54
203,27.9525,-14,14,1755,0,11,74.54
204,27.9525,-14,14,1755,0,11,74.54
205,27.9525,-14,14,1755,0,11,74.54
206,27.9525,-14,14,1755,0,11,74.54
207,67.6125,-19.3,14,1755,0,11,74.54
208,27.9525,-220,15,1755,0.6,11,74.54
209,27.9525,-14,15,1755,0,11,74.54
210,27.9525,-14,15,1755,0,11,74.54
211,27.9525,-14,15,1755,0,11,74.54
212,27.9525,-14,15,1755,0,11,74.54
213,27.9525,-14,15,1755,0,11,74.54
214,27.9525,-14,15,1755,0,11,74.54
215,27.9525,-14,15,1755,0,11,74.54
216,27.9525,-14,15,1755,0,11,74.54
217,27.9525,-14,15,1755,0,11,74.54
218,27.9525,-14,15,1755,0,11,74.54
219,67.6125,-19.3,15,1755,0,11,74.54
220,27.9525,-220,16,1755,0.6,11,74.54
221,27.9525,-14,16,1755,0,11,74.54
222,27.9525,-14,16,1755,0,11,74.54
223,27.9525,-14,16,1755,0,11,74.54
224,27.9525,-14,16,1755,0,11,74.54
225,27.9525,-14,16,1755,0,11,74.54
226,27.9525,-14,16,1755,0,11,74.54
227,27.9525,-14,16,1755,0,11,74.54
228,27.9525,-14,16,1755,0,11,74.54
229,27.9525,-14,16,1755,0,11,74.54
230,27.9525,-14,16,1755,0,11,74.54
231,67.6125,-19.3,16,1755,0,11,74.54
232,27.9525,-220,17,1755,0.6,11,74.54
233,27.9525,-14,17,1755,0,11,74.54
234,27.9525,-14,17,1755,0,11,74.54
235,27.9525,-14,17,1755,0,11,74.54
236,27.9525,-14,17,1755,0,11,74.54
237,27.9525,-14,17,1755,0,11,74.54
238,27.9525,-14,17,1755,0,11,74.54
239,27.9525,-14,17,1755,0,11,74.54
240,27.9525,-14,17,1755,0,11,74.54
241,27.9525,-14,17,1755,0,11,74.54
242,27.9525,-14,17,1755,0,11,74.54
243,67.6125,-19.3,17,1755,0,11,74.54
244,27.9525,-220,18,1755,0.6,11,74.54
245,27.9525,-14,18,1755,0,11,74.54
246,27.9525,-14,18,1755,0,11,74.54
247,27.9525,-14,18,1755,0,11,74.54
248,27.9525,-14,18,1755,0,11,74.54
249,27.9525,-14,18,1755,0,11,74.54
250,27.9525,-14,18,1755,0,11,74.54
251,27.9525,-14,18,1755,0,11,74.54
252,27.9525,-14,18,1755,0,11,74.54
253,27.9525,-14,18,1755,0,11,74.54
254,27.9525,-14,18,1755,0,11,74.54
255,67.6125,-19.3,18,1755,0,11,74.54
256,27.9525,-220,19,1755,0.6,11,74.54
257,27.9525,-14,19,1755,0,11,74.54
258,27.9525,-14,19,1755,0,11,74.54
259,27.9525,-14,19,1755,0,11,74.54
260,27.9525,-14,19,1755,0,11,74.54
261,27.9525,-14,19,1755,0,11,74.54
262,27.9525,-14,19,1755,0,11,74.54
263,27.9525,-14,19,1755,0,11,74.54
264,27.9525,-14,19,1755,0,11,74.54
265,27.9525,-14,19,1755,0,11,74.54
266,27.9525,-14,19,1755,0,11,74.54
267,67.6125,-19.3,19,1755,0,11,74.54
268,27.9525,-220,20,1755,0.6,11,74.54
269,27.9525,-14,20,1755,0,11,74.54
270,27.9525,-14,20,1755,0,11,74.54
271,27.9525,-14,20,1755,0,11,74.54
272,27.9525,-14,20,1755,0,11,74.54
273,27.9525,-14,20,1755,0,11,74.54
274,27.9525,-14,20,1755,0,11,74.54
275,27.9525,-14,20,1755,0,11,74.54
276,27.9525,-14,20,1755,0,11,74.54
277,27.9525,-14,20,1755,0,11,74.54
278,27.9525,-14,20,1755,0,11,74.54
279,67.6125,-19.3,20,1755,0,11,74.54
280,27.9525,-220,21,1755,0.6,11,74.54
281,27.9525,-14,21,1755,0,11,74.54
282,27.9525,-14,21,1755,0,11,74.54
283,27.9525,-14,21,1755,0,11,74.54
284,27.9525,-14,21,1755,0,11,74.54
285,27.9525,-14,21,1755,0,11,74.54
286,27.9525,-14,21,1755,0,11,74.54
287,27.9525,-14,21,1755,0,11,74.54
288,27.9525,-14,21,1755,0,11,74.54
289,27.9525,-14,21,1755,0,11,74.54
290,27.9525,-14,21,1755,0,11,74.54
291,67.6125,-19.3,21,1755,0,11,74.54
292,27.9525,-220,22,1755,0.6,11,74.54
293,27.9525,-14,22,1755,0,11,74.54
294,27.9525,-14,22,1755,0,11,74.54
295,27.9525,-14,22,1755,0,11,74.54
296,27.9525,-14,22,1755,0,11,74.54
297,27.9525,-14,22,1755,0,11,74.54
298,27.9525,-14,22,1755,0,11,74.54
299,27.9525,-14,22,1755,0,11,74.54
300,27.9525,-14,22,1755,0,11,74.54
301,27.9525,-14,22,1755,0,11,74.54
302,27.9525,-14,22,1755,0,11,74.54
303,67.6125,-19.3,22,1755,0,11,74.54
304,27.9525,-220,23,1755,0.6,11,74.54
305,27.9525,-14,23,1755,0,11,74.54
306,27.9525,-14,23,1755,0,11,74.54
307,27.9525,-14,23,1755,0,11,74.54
308,27.9525,-14,23,1755,0,11,74.54
309,27.9525,-14,23,1755,0,11,74.54
310,27.9525,-14,23,1755,0,11,74.54
311,27.9525,-14,23,1755,0,11,74.54
312,27.9525,-14,23,1755,0,11,74.54
313,27.9525,-14,23,1755,0,11,74.54
314,27.9525,-14,23,1755,0,11,74.54
315,67.6125,-19.3,23,1755,0,11,74.54
316,27.9525,-60,24,1755,0.6,11,74.54
317,27.9525,-300,24,1755,0,11,74.54
318,67.6125,-19.3,24,1755,0,11,74.54
319,17.47875,-340,1,1756,0.6,11,46.61
320,17.47875,-340,2,1756,0.6,11,46.61
